Alert ID,Ticker,Name,Description,Time
1669521823,"CAPITALCOM:EURUSD, 1m",,"{
  ""Candle"": {
    ""asset"": ""EURUSD"",
    ""broker"" : ""CAPITALCOM"",
    ""open"": 1.06113,
    ""high"": 1.06114,
    ""low"": 1.06104,
    ""close"": 1.06114,
    ""IsoTime"": ""2024-11-12T18:33:00Z"",
    ""timeFrame"": 1
    }
}",2024-11-12T18:34:01Z
1669521823,"CAPITALCOM:EURUSD, 1m",,"{
  ""Candle"": {
    ""asset"": ""EURUSD"",
    ""broker"" : ""CAPITALCOM"",
    ""open"": 1.06113,
    ""high"": 1.0612,
    ""low"": 1.06111,
    ""close"": 1.06111,
    ""IsoTime"": ""2024-11-12T18:32:00Z"",
    ""timeFrame"": 1
    }
}",2024-11-12T18:33:00Z
1669521823,"CAPITALCOM:EURUSD, 1m",,"{
  ""Candle"": {
    ""asset"": ""EURUSD"",
    ""broker"" : ""CAPITALCOM"",
    ""open"": 1.06111,
    ""high"": 1.06118,
    ""low"": 1.06108,
    ""close"": 1.06112,
    ""IsoTime"": ""2024-11-12T18:31:00Z"",
    ""timeFrame"": 1
    }
}",2024-11-12T18:32:00Z
1669521823,"CAPITALCOM:EURUSD, 1m",,"{
  ""Candle"": {
    ""asset"": ""EURUSD"",
    ""broker"" : ""CAPITALCOM"",
    ""open"": 1.06113,
    ""high"": 1.06117,
    ""low"": 1.06107,
    ""close"": 1.06112,
    ""IsoTime"": ""2024-11-12T18:30:00Z"",
    ""timeFrame"": 1
    }
}",2024-11-12T18:31:01Z
1669521823,"CAPITALCOM:EURUSD, 1m",,"{
  ""Candle"": {
    ""asset"": ""EURUSD"",
    ""broker"" : ""CAPITALCOM"",
    ""open"": 1.06114,
    ""high"": 1.06127,
    ""low"": 1.06108,
    ""close"": 1.06112,
    ""IsoTime"": ""2024-11-12T18:29:00Z"",
    ""timeFrame"": 1
    }
}",2024-11-12T18:30:01Z
1669521823,"CAPITALCOM:EURUSD, 1m",,"{
  ""Candle"": {
    ""asset"": ""EURUSD"",
    ""broker"" : ""CAPITALCOM"",
    ""open"": 1.06107,
    ""high"": 1.06118,
    ""low"": 1.06105,
    ""close"": 1.06115,
    ""IsoTime"": ""2024-11-12T18:28:00Z"",
    ""timeFrame"": 1
    }
}",2024-11-12T18:29:00Z
1669521823,"CAPITALCOM:EURUSD, 1m",,"{
  ""Candle"": {
    ""asset"": ""EURUSD"",
    ""broker"" : ""CAPITALCOM"",
    ""open"": 1.06103,
    ""high"": 1.06108,
    ""low"": 1.06099,
    ""close"": 1.06108,
    ""IsoTime"": ""2024-11-12T18:27:00Z"",
    ""timeFrame"": 1
    }
}",2024-11-12T18:28:00Z
1669521823,"CAPITALCOM:EURUSD, 1m",,"{
  ""Candle"": {
    ""asset"": ""EURUSD"",
    ""broker"" : ""CAPITALCOM"",
    ""open"": 1.06093,
    ""high"": 1.06104,
    ""low"": 1.06088,
    ""close"": 1.06104,
    ""IsoTime"": ""2024-11-12T18:26:00Z"",
    ""timeFrame"": 1
    }
}",2024-11-12T18:27:00Z
1669521823,"CAPITALCOM:EURUSD, 1m",,"{
  ""Candle"": {
    ""asset"": ""EURUSD"",
    ""broker"" : ""CAPITALCOM"",
    ""open"": 1.06096,
    ""high"": 1.0611,
    ""low"": 1.06094,
    ""close"": 1.06094,
    ""IsoTime"": ""2024-11-12T18:25:00Z"",
    ""timeFrame"": 1
    }
}",2024-11-12T18:26:00Z
1669521823,"CAPITALCOM:EURUSD, 1m",,"{
  ""Candle"": {
    ""asset"": ""EURUSD"",
    ""broker"" : ""CAPITALCOM"",
    ""open"": 1.06091,
    ""high"": 1.06095,
    ""low"": 1.06087,
    ""close"": 1.06095,
    ""IsoTime"": ""2024-11-12T18:24:00Z"",
    ""timeFrame"": 1
    }
}",2024-11-12T18:25:00Z
